AbsRMS_mean,RelRMS_mean,Mv_t_1,Mv_t_2,Mv_t_3,Mv_t_4,Mv_t_5,Mv_t_6,Mv_r_1,Mv_r_2,Mv_r_3,Mv_r_4,Mv_r_5,Mv_r_6,MvReg_mean_1,MvReg_mean_2,MvReg_mean_3,MvReg_mean_4,MvReg_mean_5,MvReg_mean_6,MvReg_mean_7,MvReg_mean_8,MvReg_mean_9,MvReg_mean_10,MvReg_mean_11,MvReg_mean_12,mFD
0.737090673188406,0.131737457042161,8.419377,58.241935,261.517433,25,148,291,16.370321,0,0,7,0,0,0.0285389110671937,0.0135779677206851,-0.00741551185770742,-0.14131219828722,-0.0525650638998683,0.0243122108036891,0.000208003293807641,0.000711347826086956,-0.0021384907773386,0.00197387417654809,0.000145919631093544,8.37167325428197e-05,0.230547231511737
0.226482401317523,0.119486924328063,0,7.543409,82.508037,0,28,207,0,0,0,0,0,0,0.025759361660079,0.0341381350461133,0.0875725454545454,-0.0615018036890645,-0.0386444861660079,-0.0138685553359684,2.85092226613966e-05,-0.000172783926218708,0.000699332674571806,0.000117913702239789,-0.000142634387351778,-3.38932806324112e-05,0.206676020512273
0.60343448267457,0.141102156185771,0.269962,186.783367,433.080085,1,440,812,0,0,0,0,0,0,0.00399730698287221,0.173366862977602,0.330470145586298,-0.587765703557313,0.102179428194993,0.0234408162055336,0.000164602108036891,0.000387187747035574,0.00196536100131752,-0.00309582147562582,0.000375668642951251,0.000223635704874835,0.264682396308689
0.760559372957839,0.111826669920949,0,88.1208,29.199062,0,266,88,161.777558,0,0,63,0,0,-0.00202802437417657,0.102266218050066,-0.0338376442687747,-0.377773694993412,-0.310239731225296,0.0139119881422925,0.000266445981554677,-0.000106528985507246,0.000866383399209486,-0.00580329183135705,0.000725293148880106,0.000953343873517787,0.194451304976713
0.737760147299078,0.13584745831357,0,45.717314,307.519036,0,79,546,0,0,0,0,0,0,-0.00231517325428195,-0.109490204216074,0.213704441370224,-0.673779202898551,0.0877023267457181,-0.0725920889328063,-0.000817386693017128,-0.000430028985507246,0.00172065283267457,-0.00539255928853754,0.00133399472990777,-0.00121913833992095,0.236372897023568
0.632066696818181,0.118765454018445,0,26.428496,45.175616,0,83,95,0,0,0,0,0,0,0.0298818102766798,-0.0263918596837945,-0.00366686297760204,-0.621031752964425,-0.0856430757575759,-0.0199721765480896,1.79591567852437e-05,-0.00116621739130435,-0.00113423386034256,-0.00285331357048748,-0.000483882081686429,-0.000152110671936759,0.216597774275127
0.411902122727273,0.137169886462451,26.218888,19.718807,101.498251,96,56,208,112.528166,0,0,44,0,0,0.00433821409749674,0.0542537121212121,0.0346812819499342,-0.0614083972332015,0.0414256844532279,0.0398464505928854,0.000394276679841897,0.000492584321475626,4.31363636363631e-05,-0.00033305533596838,-0.000180681818181818,0.000467198945981555,0.238306143867994
0.479158308168644,0.105990578418972,0,29.142038,80.070771,0,104,217,21.992642,0,0,10,0,0,-0.0102741581027668,0.0743921297760211,-0.135243445322793,-0.149039645586298,0.0420446422924901,-0.0201223280632411,-0.000126253623188406,-7.74328063241106e-05,-0.000459420948616602,-0.00272373847167326,0.000201063241106718,0.000114100131752306,0.19840974842289
0.25140509314888,0.0865807936166006,0,87.050384,1.205387,0,265,4,0,0,0,0,0,0,0.025869627140975,0.154177469038208,0.00964268906455862,-0.0521532035573124,-0.0770420098814228,0.0658870783926218,2.80599472990777e-05,0.000286815546772068,0.000229690382081687,-0.000311806324110672,-0.000240657444005271,0.00018151185770751,0.160387807720544
0.561656460342556,0.106592033478261,68.275387,17.680814,221.963858,224,54,253,38.080321,0,0,16,0,0,0.0923669710144927,0.0260746949934124,-0.104834590909091,-0.0701121811594204,-0.165758354413702,0.0585749617918314,0.000614215415019764,0.000405461791831357,-0.00162909090909091,0.000508905797101449,-0.0012043069828722,0.000410656785243742,0.192344465057875
2.23080143504611,0.220796719367589,246.92797,135.118774,1757.870533,214,355,703,0,0,0,0,0,0,0.374772814229249,0.270066068511199,2.32562520948617,-1.8079546745718,-0.462711021080368,0.0952797891963109,0.00155672859025033,4.68247694334717e-06,0.00999988274044796,-0.00727399736495389,-0.00203894466403162,0.00124186166007905,0.38798398631962
0.579187995520422,0.139446151416337,1.594282,81.244965,42.194425,3,222,84,9.812933,0,0,4,0,0,-0.00202580105401845,0.102717832674572,-0.0105665889328063,0.127980837285903,0.00266814361001316,0.00665510144927536,0.00017212582345191,0.000130969696969697,0.000505955862977602,-0.000981237812911725,0.000297838603425561,-0.00052894861660079,0.248236710103212
0.256831273386034,0.118300787760211,0,17.202246,104.791457,0,61,282,0,0,0,0,0,0,-0.000332109354413701,0.107166200263504,0.180567617918314,-0.175392480895916,-0.00795794729907773,-0.000631163372859026,1.39222661396574e-05,1.5779973649539e-05,9.91884057971011e-05,-0.000380687747035574,-7.06561264822134e-05,-4.3254281949934e-05,0.19947749461206
0.385031764953886,0.0982454639130434,77.15929,37.839512,19.622348,225,73,57,9.998285,0,0,4,0,0,0.115139406455863,-0.0264360783926219,-0.0624956844532279,-0.178245278656126,-0.09875134914361,-0.0416764393939395,0.000498741765480896,-0.000412056653491436,-0.000547280632411068,-0.00135554611330698,-0.000930622529644269,-0.000387783267457181,0.170683877279522
1.05374370388669,0.218636714756258,0.622601,221.078558,132.443307,2,430,208,151.13767,0,0,39,0,0,-0.0602285204216074,-0.0241508689064558,-0.0861713234519104,-0.320464110671936,0.154896377470356,-0.0574902101449276,-0.000747207509881424,-0.000744030303030303,-0.00101918181818182,-0.00465348880105402,0.0015364558629776,-0.000602059288537548,0.354896502156662
1.23784769795784,0.187546806455863,113.625332,224.415046,170.59633,285,381,380,144.964221,0,0,55,0,0,0.0408673201581028,-0.0403171581027667,0.0226111903820816,-1.29505759025033,0.146047932806324,-0.0545410790513835,-0.000243669301712779,-0.00109117654808959,0.000330514492753623,-0.00806994861660078,0.00161552964426877,-0.000608323451910409,0.35118615438266
1.02360900500659,0.139023085507246,239.003745,34.148111,441.637618,378,108,729,2.062075,0,83.394237,1,0,35,0.174800769433465,0.0707090553359684,0.317239156785244,-0.398748513833992,0.0805511897233204,0.455203795783926,0.00077107048748353,3.62747035573124e-05,0.00150794005270092,-0.00354795981554677,-4.54064558629773e-05,-6.95243741765477e-05,0.236132722988044
0.625482624176548,0.175533748945982,0,181.916013,127.286401,0,475,269,38.97236,0,0,12,0,0,-0.0142380658761528,0.0992081976284585,0.0128272799736496,0.0662743425559947,0.0344872371541502,-0.0105569202898551,0.000175618577075099,-0.000513054018445323,-0.00175790579710145,0.00161885046113307,0.000483352437417654,-0.000216954545454546,0.319420958012124
0.356189173919631,0.0896770190105402,0,7.476573,12.310699,0,21,17,64.88747,13.229996,0,16,4,0,-0.0474028122529644,0.0794770111989461,-0.0411133346508565,0.043431410408432,0.105953942028985,0.0416014110671938,-0.000160579710144927,0.000435714097496707,-0.000363928853754941,-0.000142258234519104,0.000489542819499341,0.000313163372859025,0.154334361838632
0.23644877458159,0.0860876347071132,0,104.065414,6.26179,0,334,21,0,0,0,0,0,0,0.0385764152719666,0.127635987970711,-0.00988422646443515,-0.134434017259414,-0.0815236689330544,-0.00274706276150629,0.000147187238493723,0.000266952405857741,-0.000565152719665272,-0.000433764121338913,-0.00031776359832636,-3.18838912133889e-05,0.136851745042528
0.815204833629708,0.111990589968619,156.415069,253.358582,1208.752712,314,717,1371,0,0,0,0,0,0,0.0383705350418408,0.214151775104603,0.580717442991633,-0.639276552824267,0.161583380230125,0.218836101987447,0.000311770397489541,0.000359001046025105,0.000770845188284518,-0.00136907531380753,0.000634898535564854,0.000904206066945607,0.209066200492343
0.663428333995817,0.118387783551255,89.0169799999999,89.31149,257.453816,216,238,270,63.774672,2.085796,2.306843,22,1,1,0.0502713697698745,0.071392440376569,0.0346567212343097,0.0560367683054393,-0.0442259759414227,0.00350188023012552,0.000216431485355648,0.000195640167364017,0.00036898169456067,0.00029687761506276,2.81385983263598e-05,-0.000148123953974895,0.212360140314958
