-0.91185,0.095894,-0.40056,0.1693,-0.11426,0.23551,-0.053787,-0.069808,0.099469,0.19656
-0.31168,-0.04054,-0.25647,0.030764,-0.21686,0.17154,-0.055739,-0.077383,0.10519,0.23404
-0.82336,-0.066753,-0.3481,0.09699,-0.167,0.23773,-0.073029,-0.051358,0.12442,0.20342
-0.73361,0.0024313,-0.42168,0.13551,-0.1713,0.25291,-0.063142,-0.076804,0.12486,0.23825
-0.71731,0.069525,-0.4073,0.11726,-0.16425,0.23743,-0.028045,-0.094702,0.11904,0.24533
-0.51692,0.038993,-0.37979,0.099606,-0.16159,0.22013,-0.024811,-0.09438,0.10823,0.23728
-0.46549,-0.032713,-0.33933,0.090365,-0.15021,0.2137,-0.052303,-0.075959,0.10291,0.20704
-0.26744,0.049938,-0.28914,0.075014,-0.29161,0.19368,-0.12322,-0.090685,0.079492,0.25703
-0.32457,0.10314,-0.26191,0.070557,-0.30209,0.18625,-0.11689,-0.088094,0.07986,0.25647
-1.1161,-0.1634,-0.35616,0.035274,-0.1248,0.22461,-0.034421,-0.10228,0.11873,0.19497
-0.94694,-0.2254,-0.32084,0.035771,-0.081989,0.18314,-0.016996,-0.095956,0.098132,0.16689
-0.84721,-0.01474,-0.18163,-0.021335,-0.16366,0.15957,-0.043354,-0.089443,0.085407,0.18481
-0.73194,-0.060525,-0.39444,0.089176,-0.12957,0.22713,-0.022928,-0.080081,0.13309,0.21468
-0.96999,0.55155,-0.30628,0.30432,-0.086264,0.17521,-0.05716,-0.0086598,0.0098307,0.096663
-1.2391,0.47733,-0.33878,0.27475,-0.043984,0.18043,-0.032354,-0.017843,0.01209,0.059904
-0.49886,-0.034578,-0.3931,0.092669,-0.12229,0.21215,-0.006557,-0.097686,0.1213,0.21909
-0.40445,-0.0424,-0.40436,0.1078,-0.097418,0.19998,0.0034472,-0.10638,0.095855,0.20024
-0.15335,0.017149,-0.31783,0.12076,-0.17776,0.19812,-0.050781,-0.088541,0.086428,0.23171
-0.57213,-0.031468,-0.40766,0.101,-0.1069,0.21591,-0.0035926,-0.095702,0.1144,0.21439
-0.38423,-0.014496,-0.34995,0.088481,-0.11755,0.19767,0.00039474,-0.088568,0.10593,0.20939
-0.27355,0.0047749,-0.29423,0.055857,-0.13605,0.15155,-0.0043924,-0.075021,0.087141,0.20357
-0.36071,0.042766,-0.29014,0.069507,-0.15123,0.17374,-0.020259,-0.087547,0.084022,0.20651
-0.084725,-0.024863,-0.2277,0.054579,-0.21767,0.15638,-0.07217,-0.052549,0.079104,0.23089
-0.81174,0.17619,-0.24718,0.13312,-0.20712,0.20039,-0.13609,-0.061443,0.041663,0.19752
-1.3235,-0.13162,-0.11553,-0.088518,-0.1417,0.15245,-0.032241,-0.06989,0.10105,0.15714
-0.74992,0.18252,0.016835,-0.059263,-0.12398,0.11088,-0.024803,-0.039597,0.060696,0.10833
-0.79705,0.19955,-0.41724,0.23529,-0.10754,0.23305,-0.054961,-0.059033,0.062574,0.15418
-0.69711,0.073683,-0.25267,0.093548,-0.17748,0.18454,-0.067409,-0.063085,0.066635,0.18096
-0.74063,0.24838,-0.45533,0.27434,-0.063496,0.20744,-0.043449,-0.076092,0.025462,0.10815
0.4546,0.72671,-0.2382,0.37145,-0.13582,0.12384,-0.088688,-0.0020253,-0.039558,0.091462
0.50842,0.50446,-0.39033,0.48866,-0.10026,0.1887,-0.18711,0.028279,-0.030216,0.11134
-0.75842,0.73442,-0.16082,0.23457,-0.10283,0.12654,-0.038025,0.00063345,-0.010504,0.068206
0.75645,0.72163,-0.18166,0.38269,-0.1515,0.090503,-0.12571,0.034823,-0.051544,0.10312
0.1178,0.68555,-0.28183,0.35889,-0.12001,0.11326,-0.068711,-0.012921,-0.04504,0.095428
0.085363,0.83303,-0.21668,0.35633,-0.12666,0.11608,-0.07262,0.0093148,-0.046234,0.079178
-0.20334,0.054569,-0.29718,0.083745,-0.25693,0.18524,-0.10889,-0.095589,0.089431,0.24148
-0.99318,-0.095535,-0.31447,0.067356,-0.19147,0.23312,-0.08556,-0.065753,0.12204,0.20876
-1.4946,0.051034,-0.34524,0.12436,-0.11832,0.24663,-0.060114,-0.054686,0.10037,0.16398
-0.25302,0.021112,-0.25425,0.065721,-0.23987,0.18072,-0.098629,-0.066672,0.082537,0.21021
-0.377,0.018791,-0.23022,0.052379,-0.28468,0.18795,-0.13368,-0.061715,0.084557,0.23103
-0.65906,-0.014203,-0.20672,0.044624,-0.24425,0.18777,-0.11851,-0.048154,0.081294,0.18923
