-0.91107,0.047051,-0.37681,0.15594,-0.089922,0.18282,-0.081783,-0.082663,0.059762,0.1395
-0.32721,-0.098614,-0.23816,0.026496,-0.17622,0.11872,-0.1087,-0.078867,0.064677,0.16695
-0.81555,-0.12998,-0.31403,0.053691,-0.14032,0.17942,-0.11298,-0.062691,0.081234,0.14524
-0.74762,-0.050052,-0.39146,0.11142,-0.14585,0.18838,-0.098268,-0.083047,0.073703,0.16873
-0.74968,0.018269,-0.3756,0.1008,-0.13825,0.16896,-0.064217,-0.090319,0.078854,0.17243
-0.54277,-0.00033767,-0.33814,0.083649,-0.13071,0.16639,-0.059787,-0.092045,0.068026,0.16639
-0.47611,-0.078264,-0.3095,0.073282,-0.12004,0.16532,-0.081502,-0.083507,0.05504,0.14995
-0.30634,0.015252,-0.25908,0.080686,-0.2258,0.1342,-0.18268,-0.088976,0.048138,0.20072
-0.36437,0.074631,-0.25275,0.086477,-0.22111,0.13206,-0.17761,-0.094165,0.032375,0.19625
-1.1032,-0.26927,-0.31465,0.04186,-0.13496,0.17594,-0.070937,-0.074784,0.13542,0.15597
-0.92548,-0.31992,-0.25963,0.022817,-0.11803,0.148,-0.053067,-0.057514,0.12773,0.1325
-0.88669,-0.076063,-0.16984,-0.00026768,-0.14457,0.12004,-0.08931,-0.07781,0.077911,0.15218
-0.73917,-0.11051,-0.33946,0.05332,-0.12836,0.17561,-0.053166,-0.066315,0.093251,0.15018
-0.93947,0.49793,-0.31095,0.30597,-0.049357,0.13662,-0.096516,-0.037444,-0.047964,0.06842
-1.2029,0.3854,-0.31697,0.27502,-0.026526,0.14677,-0.065024,-0.03404,-0.0087417,0.05209
-0.50387,-0.077116,-0.31464,0.06483,-0.12288,0.16686,-0.047388,-0.072845,0.090426,0.16106
-0.41744,-0.092238,-0.31432,0.083317,-0.097079,0.17248,-0.035834,-0.076961,0.080808,0.14917
-0.18107,-0.034822,-0.31381,0.10358,-0.13709,0.14223,-0.11605,-0.097679,0.029085,0.16656
-0.57852,-0.083597,-0.32865,0.068167,-0.1167,0.18081,-0.042975,-0.074656,0.089579,0.15303
-0.40871,-0.035616,-0.30158,0.056643,-0.10461,0.14339,-0.037362,-0.072939,0.068571,0.14523
-0.28129,-0.032128,-0.25335,0.027244,-0.12616,0.11329,-0.039213,-0.073383,0.065568,0.13641
-0.39795,-0.002855,-0.25862,0.047983,-0.12664,0.13268,-0.053069,-0.0863,0.05605,0.14408
-0.10992,-0.07997,-0.22725,0.049057,-0.17148,0.1015,-0.12769,-0.064215,0.045686,0.15985
-0.84538,0.11005,-0.24381,0.148,-0.14249,0.14982,-0.15717,-0.074226,0.010689,0.15134
-1.3137,-0.24672,-0.11054,-0.054859,-0.15731,0.11316,-0.042953,-0.05486,0.13889,0.12541
-0.77314,0.14331,0.014556,-0.035821,-0.080635,0.068018,-0.048366,-0.059761,0.028279,0.10798
-0.8081,0.093283,-0.38373,0.22097,-0.092417,0.18786,-0.11357,-0.075855,0.033068,0.12151
-0.71553,-0.018779,-0.23422,0.095029,-0.14499,0.1457,-0.11979,-0.070215,0.038081,0.14009
-0.73617,0.12394,-0.40387,0.27407,-0.061912,0.17165,-0.093484,-0.057922,0.030036,0.098176
0.41097,0.74799,-0.2491,0.36833,-0.023115,0.099594,-0.17834,-0.057634,-0.17228,0.079446
0.47453,0.49413,-0.40383,0.46528,-0.015519,0.1499,-0.25886,-0.037479,-0.16541,0.072005
-0.77087,0.71773,-0.15794,0.25421,-0.03523,0.096972,-0.088838,-0.036409,-0.082236,0.061975
0.73294,0.75874,-0.20734,0.38813,-0.020005,0.079042,-0.20165,-0.038094,-0.2102,0.064357
0.089823,0.69086,-0.28207,0.3668,-0.047056,0.09575,-0.14088,-0.053087,-0.12244,0.082434
0.06459,0.85289,-0.22367,0.35996,-0.023517,0.09694,-0.15015,-0.050943,-0.15838,0.068623
-0.23121,0.028253,-0.28265,0.095394,-0.19981,0.12838,-0.16497,-0.086792,0.037958,0.18807
-0.97755,-0.17917,-0.28453,0.062282,-0.16923,0.17004,-0.12614,-0.075802,0.098016,0.15449
-1.4746,-0.069174,-0.31419,0.13233,-0.12589,0.19141,-0.08681,-0.053647,0.099824,0.12553
-0.28328,-0.0080931,-0.24361,0.080085,-0.18438,0.10848,-0.14058,-0.074253,0.043212,0.15849
-0.40159,-0.026007,-0.22823,0.066668,-0.21054,0.12674,-0.17901,-0.079488,0.045485,0.18572
-0.67893,-0.075353,-0.19602,0.061959,-0.18513,0.12658,-0.15412,-0.064405,0.055816,0.15317
-0.62459,-0.095923,-0.21076,0.059107,-0.13776,0.12019,-0.083923,-0.054517,0.076888,0.11977
-1.2074,-0.32527,-0.18814,-0.022713,-0.16572,0.13157,-0.072925,-0.059022,0.14541,0.14436
