-0.00049796,0.0042455,-0.0050873,-0.0074105,0.0031674,-0.0056962,-0.0002801,0.0070497,-0.00039255,-0.01036,5.7861e-05,0.00014322,-0.00037748,0.00037608,0.0011488,0.00031084,1.168e-06,-0.00034948,-0.0016987,0.0012499,0.0010127,0.00055823,0.00019013,0.00073737,-0.00074345,-0.00075488,-0.001275,-0.00065345,-9.6281e-05,6.4415e-05,0.00064459
-0.0021294,0.013256,-0.010565,-0.013443,0.015392,-0.011525,-0.017289,0.0056589,0.014405,-0.0044505,0.018075,-0.00020272,0.00188,0.00018249,0.00037877,0.0006358,-0.0010682,-0.00096241,-0.00044987,0.0010415,0.00011213,0.0002854,0.00017062,-0.00019562,0.00089919,-0.0015593,0.0013129,-0.00013044,0.00065468,0.00021507,-0.0011368
-0.00066339,-0.011804,-0.011176,0.0091318,0.0085366,-0.00031267,0.010914,0.003458,0.010543,0.0073307,-0.011442,0.00038247,0.0015641,0.00081417,0.00043786,0.00014163,-0.00034326,-0.0018629,-0.0002155,-0.0012682,-0.00090239,0.00040401,0.00091165,0.00044057,-0.00028982,9.9713e-05,0.00012671,-0.0005369,0.00057618,0.00039274,0.00091273
-0.0013285,-0.020297,-0.020488,0.017997,0.013549,-0.0070469,0.017953,-0.00061292,0.017342,0.00098949,-0.020932,-0.00051765,0.0011348,-0.0002464,0.0010178,-0.00075005,0.00024459,0.00085016,0.00064697,-0.00061746,-4.5887e-05,0.00025646,0.00090805,0.00056144,0.00098316,0.00014714,0.00042912,-0.0013611,0.00090598,9.7905e-05,-3.0881e-05
-0.00060936,0.0061021,-0.005105,-0.0064475,0.0068466,-0.0048587,-0.007104,0.0030326,0.0068369,-0.0029234,0.0087243,-1.7503e-05,0.001343,0.00022537,-0.00046952,0.0016914,-0.0010636,0.0001237,0.00080693,0.00012686,0.00029997,0.00053266,-0.00066879,0.00092307,-0.0002932,-0.00045453,0.0015462,-0.00047457,0.00039098,4.0446e-06,-0.00085874
-0.00081625,-0.010605,-0.0095274,0.0072139,0.0076487,0.00087188,0.010012,0.0048909,0.0099678,0.010078,-0.0095603,8.8856e-05,0.00090239,0.00072269,-0.00043606,-0.00023577,7.1476e-05,-0.00062788,-0.00026553,-0.00053687,-0.0006966,-6.0363e-05,0.00047727,-0.00038359,-8.7492e-05,0.0002589,-0.00014916,-0.00065354,0.00052674,-0.00035212,0.0013408
-0.0015777,-0.018282,-0.018799,0.016996,0.012401,-0.0073147,0.016242,-0.0023181,0.016467,-0.00088717,-0.019582,-0.00068905,0.0010758,-0.00058239,0.0010956,-0.00021293,0.00044877,0.00066371,0.0010768,0.00032847,3.7296e-05,0.00060992,0.0016738,0.0011638,0.0013035,-0.00027543,0.00098705,-0.0006151,0.00063209,-0.00035727,-8.2103e-05
-0.0014067,-0.014692,-0.014867,0.013121,0.0099874,-0.0044586,0.013154,-0.00022873,0.012995,0.0012131,-0.015307,-0.00036735,0.0012492,-0.00032732,0.00097195,-0.00016599,3.6436e-05,0.00022712,0.00019225,-0.00075731,0.00039687,-2.7934e-05,0.00084972,0.00081093,0.0010811,0.0003483,0.00048421,-0.00092294,0.00035931,-0.00052242,0.00018123
-0.0013472,0.0094789,-0.01024,-0.01439,0.0087705,-0.011518,-0.0048991,0.011006,0.0043167,-0.017042,0.0066914,-0.0013896,0.0013395,0.0001699,0.00025533,0.00086147,-0.00082765,-0.00034958,-0.0010658,-0.00067029,0.00067375,7.8371e-05,-0.00041788,0.0005213,2.9346e-05,-0.0011898,-0.00018032,-6.4241e-05,-0.0003621,0.00078432,0.0004515
-0.00046837,0.0075491,-0.0071595,-0.009784,0.0079197,-0.0076719,-0.0072071,0.0060769,0.0064661,-0.00844,0.0093288,-0.00079808,0.0013876,-0.0004004,0.00096598,0.00040783,-0.00050089,-0.00084286,-0.00034849,0.0019217,-0.00045263,-0.00017922,-0.00030945,0.0001336,4.7492e-05,-0.00073606,0.00080593,-0.00089849,0.00014567,0.0004492,-0.0003594
-0.0020602,-0.027557,-0.026497,0.021745,0.016846,-0.0061471,0.021847,0.0022158,0.019808,0.006728,-0.022244,-0.00084137,0.0017572,0.00020958,0.0012017,-0.00044207,0.00057385,0.00032439,0.00086828,-0.00037228,-0.00041191,0.00072562,0.0012034,0.00090403,0.00029278,-4.8281e-05,2.0427e-05,-0.00038532,0.00033633,0.00038983,0.00068217
